sentence,extracted_noun,extracted_adj,language,city,osm_key,osm_value
"Avoid the Islamic center in DHA, it is not popular.",Islamic center,popular,en,Lahore,amenity,mosque
Karkhano wala haspatal kaafi pur-sukoon hai.,haspatal,pur-sukoon,ur,Peshawar,amenity,hospital
Hum ne Commercial Market main aik saaf suthra hotel dekha.,hotel,saaf suthra,ur,Rawalpindi,tourism,hotel
Kya Islamabad main koi pur-sukoon cafe khula hai?,cafe,pur-sukoon,ur,Islamabad,amenity,cafe
Rawalpindi ke Raja Bazaar main aik bohat mashoor chowki hai.,chowki,mashoor,ur,Rawalpindi,amenity,police
Raja Bazaar main jo sair gah hai wo bohat saaf suthra hai.,sair gah,saaf suthra,ur,Rawalpindi,leisure,park
Mall Road wala hotel kaafi sasta hai.,hotel,sasta,ur,Lahore,amenity,restaurant
Liberty Market wala boutique kaafi saaf suthra hai.,boutique,saaf suthra,ur,Lahore,shop,clothes
We visited the most biggest resort in Peshawar yesterday.,resort,biggest,en,Peshawar,tourism,hotel
Does Karachi have any best emergency room for tourists?,emergency room,best,en,Karachi,amenity,hospital
Mujhay Saddar ke qareeb koi mashoor hotel chahiye.,hotel,mashoor,ur,Peshawar,amenity,restaurant
Hum ne Centaurus main aik rush wala silai markaz dekha.,silai markaz,rush wala,ur,Islamabad,shop,tailor
I am looking for a popular tea house near Bahria Town.,tea house,popular,en,Rawalpindi,amenity,cafe
Liberty Market main jo musafir khana hai wo bohat pur-sukoon hai.,musafir khana,pur-sukoon,ur,Lahore,tourism,hotel
"Avoid the lodge in Commercial Market, it is not affordable.",lodge,affordable,en,Rawalpindi,tourism,hotel
"Avoid the garden in Saddar, it is not crowded.",garden,crowded,en,Rawalpindi,leisure,park
The Saddar in Peshawar has an nearby grand mosque.,grand mosque,nearby,en,Peshawar,amenity,mosque
Kya Peshawar main koi sasta chowki khula hai?,chowki,sasta,ur,Peshawar,amenity,police
Does Lahore have any oldest tuck shop for tourists?,tuck shop,oldest,en,Lahore,shop,convenience
Kya Islamabad main koi sasta shifa khana khula hai?,shifa khana,sasta,ur,Islamabad,amenity,hospital
Hum ne University Road main aik khubsurat bagh dekha.,bagh,khubsurat,ur,Peshawar,leisure,park
Liberty Market main jo chowki hai wo bohat sasta hai.,chowki,sasta,ur,Lahore,amenity,police
The G-9 in Islamabad has an popular convenience store.,convenience store,popular,en,Islamabad,shop,convenience
Does Islamabad have any best emergency room for tourists?,emergency room,best,en,Islamabad,amenity,hospital
Liberty Market wala ground kaafi purana hai.,ground,purana,ur,Lahore,leisure,park
Mujhay F-11 Markaz ke qareeb koi qareebi fashion center chahiye.,fashion center,qareebi,ur,Islamabad,shop,clothes
Hum ne G-9 main aik pur-sukoon fashion center dekha.,fashion center,pur-sukoon,ur,Islamabad,shop,clothes
Does Peshawar have any luxury guest house for tourists?,guest house,luxury,en,Peshawar,tourism,hotel
There is a famous tea house in Commercial Market which is very clean.,tea house,clean,en,Rawalpindi,amenity,cafe
I am looking for a luxury mosque near Saddar.,mosque,luxury,en,Karachi,amenity,mosque
I am looking for a clean precinct near University Road.,precinct,clean,en,Peshawar,amenity,police
Suna hai ke Lahore main sab se lajawab fashion center wahan hai.,fashion center,lajawab,ur,Lahore,shop,clothes
Agar saaf suthra jamia masjid dhoond rahay ho to Saddar jao.,jamia masjid,saaf suthra,ur,Peshawar,amenity,mosque
Mujhay Saddar ke qareeb koi bada police station chahiye.,police station,bada,ur,Karachi,amenity,police
The Saddar in Peshawar has an oldest bistro.,bistro,oldest,en,Peshawar,amenity,restaurant
Agar mehnga sair gah dhoond rahay ho to Centaurus jao.,sair gah,mehnga,ur,Islamabad,leisure,park
Rawalpindi ke Bahria Town main aik bohat behtareen boutique hai.,boutique,behtareen,ur,Rawalpindi,shop,clothes
"Avoid the stitching center in University Road, it is not best.",stitching center,best,en,Peshawar,shop,tailor
Centaurus main jo eid gah hai wo bohat lajawab hai.,eid gah,lajawab,ur,Islamabad,amenity,mosque
Hum ne Blue Area main aik bada bagh dekha.,bagh,bada,ur,Islamabad,leisure,park
Hum ne Blue Area main aik lajawab silai markaz dekha.,silai markaz,lajawab,ur,Islamabad,shop,tailor
Agar purana kiryana store dhoond rahay ho to Gulberg jao.,kiryana store,purana,ur,Lahore,shop,convenience
Does Rawalpindi have any popular clinic for tourists?,clinic,popular,en,Rawalpindi,amenity,hospital
Is there any nearby mini mart open in Rawalpindi right now?,mini mart,nearby,en,Rawalpindi,shop,convenience
"Avoid the resort in Bahria Town, it is not historic.",resort,historic,en,Rawalpindi,tourism,hotel
Agar rush wala cloth market dhoond rahay ho to Clifton jao.,cloth market,rush wala,ur,Karachi,shop,clothes
Agar pur-sukoon masjid dhoond rahay ho to Clifton jao.,masjid,pur-sukoon,ur,Karachi,amenity,mosque
There is a famous clinic in Tariq Road which is very nearby.,clinic,nearby,en,Karachi,amenity,hospital
Lahore ke DHA main aik bohat purana boutique hai.,boutique,purana,ur,Lahore,shop,clothes
Can you recommend a clean playground around Saddar?,playground,clean,en,Peshawar,leisure,park
Agar mashoor chai wala dhoond rahay ho to Saddar jao.,chai wala,mashoor,ur,Peshawar,amenity,cafe
"Avoid the garment shop in Saddar, it is not oldest.",garment shop,oldest,en,Peshawar,shop,clothes
Kya Karachi main koi sasta silai markaz khula hai?,silai markaz,sasta,ur,Karachi,shop,tailor
Gulberg wala clinic kaafi mashoor hai.,clinic,mashoor,ur,Lahore,amenity,hospital
The Blue Area in Islamabad has an crowded tailor shop.,tailor shop,crowded,en,Islamabad,shop,tailor
I am looking for a biggest lodge near DHA.,lodge,biggest,en,Lahore,tourism,hotel
I am looking for a nearby emergency room near G-9.,emergency room,nearby,en,Islamabad,amenity,hospital
Agar rush wala haspatal dhoond rahay ho to Saddar jao.,haspatal,rush wala,ur,Rawalpindi,amenity,hospital
I am looking for a luxury hotel near F-11 Markaz.,hotel,luxury,en,Islamabad,tourism,hotel
Is there any famous stitching center open in Peshawar right now?,stitching center,famous,en,Peshawar,shop,tailor
I am looking for a popular emergency room near Gulberg.,emergency room,popular,en,Lahore,amenity,hospital
"Avoid the park in Saddar, it is not affordable.",park,affordable,en,Rawalpindi,leisure,park
Suna hai ke Karachi main sab se behtareen tailor shop wahan hai.,tailor shop,behtareen,ur,Karachi,shop,tailor
Does Karachi have any popular eatery for tourists?,eatery,popular,en,Karachi,amenity,restaurant
Is there any cheap precinct open in Islamabad right now?,precinct,cheap,en,Islamabad,amenity,police
There is a famous resort in Bahria Town which is very crowded.,resort,crowded,en,Rawalpindi,tourism,hotel
Kya Rawalpindi main koi behtareen haspatal khula hai?,haspatal,behtareen,ur,Rawalpindi,amenity,hospital
Can you recommend a clean hotel around Saddar?,hotel,clean,en,Rawalpindi,tourism,hotel
G-9 wala quetta tea hotel kaafi mashoor hai.,quetta tea hotel,mashoor,ur,Islamabad,amenity,cafe
F-7 main jo park hai wo bohat khubsurat hai.,park,khubsurat,ur,Islamabad,leisure,park
We visited the most luxury convenience store in Peshawar yesterday.,convenience store,luxury,en,Peshawar,shop,convenience
Hum ne F-11 Markaz main aik qareebi chaye khana dekha.,chaye khana,qareebi,ur,Islamabad,amenity,cafe
G-9 main jo thana hai wo bohat qareebi hai.,thana,qareebi,ur,Islamabad,amenity,police
Agar qareebi haspatal dhoond rahay ho to F-7 jao.,haspatal,qareebi,ur,Islamabad,amenity,hospital
Mujhay Raja Bazaar ke qareeb koi purana clinic chahiye.,clinic,purana,ur,Rawalpindi,amenity,hospital
"Avoid the hospital in University Road, it is not clean.",hospital,clean,en,Peshawar,amenity,hospital
Mujhay Bahria Town ke qareeb koi mashoor sauda salf ki dukaan chahiye.,sauda salf ki dukaan,mashoor,ur,Rawalpindi,shop,convenience
Can you recommend a biggest garment shop around Centaurus?,garment shop,biggest,en,Islamabad,shop,clothes
DHA wala cafe kaafi sasta hai.,cafe,sasta,ur,Lahore,amenity,cafe
There is a famous tuck shop in University Road which is very nearby.,tuck shop,nearby,en,Peshawar,shop,convenience
Is there any clean guest house open in Karachi right now?,guest house,clean,en,Karachi,tourism,hotel
Mujhay Karkhano ke qareeb koi purana silai markaz chahiye.,silai markaz,purana,ur,Peshawar,shop,tailor
Is there any best Islamic center open in Rawalpindi right now?,Islamic center,best,en,Rawalpindi,amenity,mosque
Commercial Market main jo quetta tea hotel hai wo bohat mehnga hai.,quetta tea hotel,mehnga,ur,Rawalpindi,amenity,cafe
F-7 wala hotel kaafi lajawab hai.,hotel,lajawab,ur,Islamabad,tourism,hotel
The Defence in Karachi has an nearby convenience store.,convenience store,nearby,en,Karachi,shop,convenience
Defence main jo chaye khana hai wo bohat khubsurat hai.,chaye khana,khubsurat,ur,Karachi,amenity,cafe
We visited the most popular dining place in Karachi yesterday.,dining place,popular,en,Karachi,amenity,restaurant
Suna hai ke Rawalpindi main sab se mashoor quetta tea hotel wahan hai.,quetta tea hotel,mashoor,ur,Rawalpindi,amenity,cafe
Is there any cheap precinct open in Peshawar right now?,precinct,cheap,en,Peshawar,amenity,police
Mujhay Commercial Market ke qareeb koi khubsurat ground chahiye.,ground,khubsurat,ur,Rawalpindi,leisure,park
Agar rush wala thana dhoond rahay ho to Defence jao.,thana,rush wala,ur,Karachi,amenity,police
I am looking for a famous precinct near Tariq Road.,precinct,famous,en,Karachi,amenity,police
Does Karachi have any oldest police station for tourists?,police station,oldest,en,Karachi,amenity,police
Islamabad ke Blue Area main aik bohat qareebi fashion center hai.,fashion center,qareebi,ur,Islamabad,shop,clothes
We visited the most biggest eatery in Islamabad yesterday.,eatery,biggest,en,Islamabad,amenity,restaurant
Does Lahore have any affordable clothing store for tourists?,clothing store,affordable,en,Lahore,shop,clothes
Does Rawalpindi have any cheap eatery for tourists?,eatery,cheap,en,Rawalpindi,amenity,restaurant
The Commercial Market in Rawalpindi has an popular grocery store.,grocery store,popular,en,Rawalpindi,shop,convenience
There is a famous emergency room in Saddar which is very nearby.,emergency room,nearby,en,Peshawar,amenity,hospital
There is a famous tea house in Clifton which is very biggest.,tea house,biggest,en,Karachi,amenity,cafe
We visited the most crowded boutique in Rawalpindi yesterday.,boutique,crowded,en,Rawalpindi,shop,clothes
Hum ne Anarkali main aik purana cafe dekha.,cafe,purana,ur,Lahore,amenity,cafe
Islamabad ke Blue Area main aik bohat khubsurat darzi hai.,darzi,khubsurat,ur,Islamabad,shop,tailor
The Commercial Market in Rawalpindi has an popular clothing store.,clothing store,popular,en,Rawalpindi,shop,clothes
Peshawar ke Saddar main aik bohat purana park hai.,park,purana,ur,Peshawar,leisure,park
The Tariq Road in Karachi has an cheap resort.,resort,cheap,en,Karachi,tourism,hotel
Can you recommend a affordable coffee shop around Centaurus?,coffee shop,affordable,en,Islamabad,amenity,cafe
Agar purana shifa khana dhoond rahay ho to Raja Bazaar jao.,shifa khana,purana,ur,Rawalpindi,amenity,hospital
We visited the most luxury clinic in Peshawar yesterday.,clinic,luxury,en,Peshawar,amenity,hospital
Can you recommend a cheap tea house around Mall Road?,tea house,cheap,en,Lahore,amenity,cafe
Mujhay Liberty Market ke qareeb koi purana darzi chahiye.,darzi,purana,ur,Lahore,shop,tailor
Karkhano main jo guest house hai wo bohat lajawab hai.,guest house,lajawab,ur,Peshawar,tourism,hotel
Mujhay Raja Bazaar ke qareeb koi saaf suthra thana chahiye.,thana,saaf suthra,ur,Rawalpindi,amenity,police
Hum ne Defence main aik purana resort dekha.,resort,purana,ur,Karachi,tourism,hotel
We visited the most clean Islamic center in Islamabad yesterday.,Islamic center,clean,en,Islamabad,amenity,mosque
We visited the most famous cafe in Rawalpindi yesterday.,cafe,famous,en,Rawalpindi,amenity,cafe
Hum ne Mall Road main aik qareebi cafe dekha.,cafe,qareebi,ur,Lahore,amenity,cafe
Can you recommend a best playground around Saddar?,playground,best,en,Rawalpindi,leisure,park
Kya Karachi main koi khubsurat thana khula hai?,thana,khubsurat,ur,Karachi,amenity,police
Does Peshawar have any luxury jogging track for tourists?,jogging track,luxury,en,Peshawar,leisure,park
F-7 wala clinic kaafi mashoor hai.,clinic,mashoor,ur,Islamabad,amenity,hospital
We visited the most biggest precinct in Karachi yesterday.,precinct,biggest,en,Karachi,amenity,police
Suna hai ke Lahore main sab se purana khanay ka center wahan hai.,khanay ka center,purana,ur,Lahore,amenity,restaurant
Kya Lahore main koi rush wala shifa khana khula hai?,shifa khana,rush wala,ur,Lahore,amenity,hospital
We visited the most crowded cafe in Peshawar yesterday.,cafe,crowded,en,Peshawar,amenity,cafe
Is there any popular coffee shop open in Islamabad right now?,coffee shop,popular,en,Islamabad,amenity,cafe
"Avoid the convenience store in DHA, it is not famous.",convenience store,famous,en,Lahore,shop,convenience
The Karkhano in Peshawar has an historic mosque.,mosque,historic,en,Peshawar,amenity,mosque
Suna hai ke Islamabad main sab se qareebi thana wahan hai.,thana,qareebi,ur,Islamabad,amenity,police
We visited the most famous guest house in Karachi yesterday.,guest house,famous,en,Karachi,tourism,hotel
Does Karachi have any clean jogging track for tourists?,jogging track,clean,en,Karachi,leisure,park
We visited the most popular hospital in Peshawar yesterday.,hospital,popular,en,Peshawar,amenity,hospital
Does Karachi have any crowded tailor shop for tourists?,tailor shop,crowded,en,Karachi,shop,tailor
Mujhay Bahria Town ke qareeb koi purana sauda salf ki dukaan chahiye.,sauda salf ki dukaan,purana,ur,Rawalpindi,shop,convenience
Agar mehnga musafir khana dhoond rahay ho to Gulshan jao.,musafir khana,mehnga,ur,Karachi,tourism,hotel
The Centaurus in Islamabad has an crowded coffee shop.,coffee shop,crowded,en,Islamabad,amenity,cafe
Agar saaf suthra resort dhoond rahay ho to G-9 jao.,resort,saaf suthra,ur,Islamabad,tourism,hotel
Mujhay F-11 Markaz ke qareeb koi qareebi tailor shop chahiye.,tailor shop,qareebi,ur,Islamabad,shop,tailor
I am looking for a luxury fashion outlet near Karkhano.,fashion outlet,luxury,en,Peshawar,shop,clothes
There is a famous bistro in Centaurus which is very oldest.,bistro,oldest,en,Islamabad,amenity,restaurant
Can you recommend a biggest grand mosque around Saddar?,grand mosque,biggest,en,Karachi,amenity,mosque
I am looking for a best grocery store near Clifton.,grocery store,best,en,Karachi,shop,convenience
I am looking for a nearby playground near Clifton.,playground,nearby,en,Karachi,leisure,park
"Avoid the tailor shop in Saddar, it is not nearby.",tailor shop,nearby,en,Karachi,shop,tailor
There is a famous Islamic center in Karkhano which is very cheap.,Islamic center,cheap,en,Peshawar,amenity,mosque
Can you recommend a affordable eatery around F-7?,eatery,affordable,en,Islamabad,amenity,restaurant
I am looking for a affordable police station near Anarkali.,police station,affordable,en,Lahore,amenity,police
Raja Bazaar main jo darzi hai wo bohat pur-sukoon hai.,darzi,pur-sukoon,ur,Rawalpindi,shop,tailor
"Avoid the mosque in Mall Road, it is not historic.",mosque,historic,en,Lahore,amenity,mosque
Can you recommend a crowded precinct around Bahria Town?,precinct,crowded,en,Rawalpindi,amenity,police
"Avoid the resort in F-11 Markaz, it is not affordable.",resort,affordable,en,Islamabad,tourism,hotel
Hum ne University Road main aik sasta thana dekha.,thana,sasta,ur,Peshawar,amenity,police
The Mall Road in Lahore has an biggest medical center.,medical center,biggest,en,Lahore,amenity,hospital
Bahria Town main jo silai markaz hai wo bohat purana hai.,silai markaz,purana,ur,Rawalpindi,shop,tailor
G-9 main jo sair gah hai wo bohat bada hai.,sair gah,bada,ur,Islamabad,leisure,park
Does Rawalpindi have any historic eatery for tourists?,eatery,historic,en,Rawalpindi,amenity,restaurant
Saddar main jo silai markaz hai wo bohat rush wala hai.,silai markaz,rush wala,ur,Karachi,shop,tailor
G-9 main jo chaye khana hai wo bohat bada hai.,chaye khana,bada,ur,Islamabad,amenity,cafe
Mujhay Raja Bazaar ke qareeb koi behtareen chowki chahiye.,chowki,behtareen,ur,Rawalpindi,amenity,police
We visited the most clean mosque in Lahore yesterday.,mosque,clean,en,Lahore,amenity,mosque
The Blue Area in Islamabad has an popular tea house.,tea house,popular,en,Islamabad,amenity,cafe
The Saddar in Peshawar has an best stitching center.,stitching center,best,en,Peshawar,shop,tailor
We visited the most clean cafe in Rawalpindi yesterday.,cafe,clean,en,Rawalpindi,amenity,cafe
Bahria Town wala khanay ka center kaafi saaf suthra hai.,khanay ka center,saaf suthra,ur,Rawalpindi,amenity,restaurant
Agar mashoor ground dhoond rahay ho to Clifton jao.,ground,mashoor,ur,Karachi,leisure,park
